time_s,time_h,max_C,max_r_m,C_center,C_surface,mean_C,loss_cumulative,water_balance,interval_mean_C,interval_loss,steps,iterations,rejections,min_dt_s,max_dt_s,worst_scaled_residual,damped_iterations
720.0,0.2,,,2.5499999999922123,1.887320850958441,2.431357050638529,0.11864294936062345,-8.473222123939195e-13,2.431357050638529,0.008991257086802023,11520.0,34560.0,0.0,0.005208333326095271,0.005208333333333333,1.783815997728005e-05,0.0
780.0,0.21666666666666667,,,2.5499999999493075,1.8670893769994483,2.422468426863446,0.12753157313568705,-8.664180484174722e-13,2.422468426863446,0.008888623775063605,11520.0,34560.0,0.0,0.005208333326095271,0.005208333333333333,1.7982427649719725e-05,0.0
840.0,0.23333333333333334,,,2.549999999722755,1.8481232996202266,2.413676307299827,0.1363236926992955,-8.770761894538737e-13,2.413676307299827,0.008792119563608463,11520.0,34560.0,0.0,0.005208333326095271,0.005208333333333333,1.790452029554345e-05,0.0
900.0,0.25,,,2.549999998765099,1.830240435786586,2.4049751841819007,0.14502481581721122,-8.877343304902752e-13,2.4049751841819007,0.008701123117915705,11520.0,34560.0,0.0,0.005208333326095271,0.005208333333333333,1.7949178192362277e-05,0.0
960.0,0.26666666666666666,,,2.5499999953857655,1.813408399812676,2.3963591827161475,0.15364081728295992,-8.926193117986259e-13,2.3963591827161475,0.008616001465748705,11520.0,34560.0,0.0,0.005208333326095271,0.005208333333333333,1.8048824959769836e-05,0.0
1020.0,0.2833333333333333,,,2.549999985118702,1.7974908201972986,2.387823393487984,0.16217660651112506,-8.908429549592256e-13,2.387823393487984,0.00853578922816515,11520.0,34560.0,0.0,0.005208333326095271,0.005208333333333333,1.780608316021995e-05,0.0
1080.0,0.3,,,2.549999957590868,1.7824858815636901,2.3793644631406523,0.1706355368584534,-8.93951579428176e-13,2.3793644631406523,0.008458930347328338,11576.0,34616.0,0.0,1.4551915228366852e-11,0.005208333333333333,1.7944700605573688e-05,0.0
1140.0,0.31666666666666665,,,2.549999891153641,1.768308225692168,2.3709776814701153,0.1790223185289942,-8.903988657493755e-13,2.3709776814701153,0.008386781670540801,11580.0,34620.0,0.0,1.4551915228366852e-11,0.005208333333333333,1.7935576678551527e-05,0.0
1200.0,0.3333333333333333,,,2.5499997445061906,1.7548377049268875,2.3626596331084655,0.18734036689064304,-8.912870441690757e-13,2.3626596331084655,0.008318048361648832,11580.0,34620.0,0.0,1.4551915228366852e-11,0.005208333333333333,1.8011926451695902e-05,0.0
1260.0,0.35,,,2.5499994446158123,1.7419702946551172,2.3544069875706004,0.1955930124285134,-8.859579736508749e-13,2.3544069875706004,0.008252645537870354,11580.0,34620.0,0.0,1.4551915228366852e-11,0.005208333333333333,1.7726326098182948e-05,0.0
1320.0,0.36666666666666664,,,2.5499988704232024,1.7297381717090088,2.3462163540667893,0.2037836459323223,-8.881784197001252e-13,2.3462163540667893,0.008190633503808872,11580.0,34620.0,0.0,1.4551915228366852e-11,0.005208333333333333,1.7885964383110186e-05,0.0
1380.0,0.38333333333333336,,,2.5499978321077448,1.7181341849960194,2.3380854298058975,0.21191457019322144,-8.810729923425242e-13,2.3380854298058975,0.008130924260899154,11580.0,34620.0,0.0,1.4551915228366852e-11,0.005208333333333333,1.7842198266347648e-05,0.0
1440.0,0.4,,,2.549996046027919,1.7069975386240661,2.3300112123508194,0.2199887876483029,-8.775202786637237e-13,2.3300112123508194,0.008074217455081472,11580.0,34620.0,0.0,1.4551915228366852e-11,0.005208333333333333,1.7809931268548715e-05,0.0
